"OccNonMetID","Area_Title","Primary_State","Occupation_Title","Occupation_Group","Total_Employees_NonMet","Employee_PCT_NonMet","Jobs_1000_NonMet","Loc_Quotient_NonMet","H_Mean_NonMet","A_Mean_NonMet","Mean_PCT_NonMet","H_PCT10_NonMet","H_PCT25_NonMet","H_Median_NonMet","H_PCT75_NonMet","H_PCT90_NonMet","A_PCT10_NonMet","A_PCT25_NonMet","A_Median_NonMet","A_PCT75_NonMet","A_PCT90_NonMet","Annual_NonMet","Hourly_NonMet"
43991,Western Washington nonmetropolitan area,WA,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,80,13.90,0.67,1.94,22.88,47580.00,2.60,14.66,18.08,22.89,27.80,29.76,30500.00,37610.00,47610.00,57830.00,61890.00,"",""
43992,Western Washington nonmetropolitan area,WA,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,40,26.50,0.30,1.33,22.59,46980.00,7.50,16.16,16.16,22.04,29.16,29.16,33610.00,33610.00,45850.00,60650.00,60650.00,"",""
43993,Western Washington nonmetropolitan area,WA,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,100,19.40,0.83,1.08,21.69,45120.00,5.40,16.00,17.73,22.04,22.86,29.43,33280.00,36880.00,45850.00,47560.00,61210.00,"",""
43994,Western Washington nonmetropolitan area,WA,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,50,22.00,0.43,1.09,18.51,38490.00,1.50,16.36,16.36,18.37,20.68,22.04,34030.00,34030.00,38210.00,43010.00,45850.00,"",""
43995,Western Washington nonmetropolitan area,WA,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,190,5.30,1.58,15.68,22.01,45770.00,1.60,14.46,17.97,21.88,29.16,29.23,30070.00,37380.00,45520.00,60650.00,60800.00,"",""
43996,Western Washington nonmetropolitan area,WA,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,210,7.40,1.80,0.46,25.40,52840.00,2.30,14.56,17.92,22.67,28.83,35.90,30280.00,37270.00,47160.00,59970.00,74680.00,"",""
43997,Western Washington nonmetropolitan area,WA,Packaging and Filling Machine Operators and Tenders,detailed,240,22.40,2.02,0.79,16.11,33500.00,2.60,13.94,14.03,14.56,17.67,18.91,28990.00,29180.00,30280.00,36750.00,39340.00,"",""
43998,Western Washington nonmetropolitan area,WA,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,160,15.50,1.36,1.32,21.80,45350.00,3.80,14.47,17.47,18.45,23.38,30.17,30100.00,36330.00,38370.00,48620.00,62760.00,"",""
43999,Western Washington nonmetropolitan area,WA,"Paper Goods Machine Setters, Operators, and Tenders",detailed,120,10.40,1.04,1.67,27.79,57790.00,4.20,18.26,22.42,27.08,34.99,36.25,37980.00,46640.00,56320.00,72780.00,75410.00,"",""
44000,Western Washington nonmetropolitan area,WA,Helpers--Production Workers,detailed,80,16.70,0.64,0.45,16.47,34250.00,2.30,13.69,14.38,16.00,17.57,21.93,28480.00,29900.00,33270.00,36540.00,45610.00,"",""
44001,Western Washington nonmetropolitan area,WA,Transportation and Material Moving Occupations,major,11060,2.50,92.56,1.03,20.71,43090.00,0.70,14.25,14.82,18.18,23.20,29.58,29630.00,30820.00,37810.00,48260.00,61520.00,"",""
44002,Western Washington nonmetropolitan area,WA,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",detailed,530,5.40,4.41,1.13,29.00,60310.00,1.10,18.33,22.42,28.57,36.60,38.48,38130.00,46640.00,59420.00,76130.00,80030.00,"",""
44003,Western Washington nonmetropolitan area,WA,Commercial Pilots,detailed,40,27.00,0.37,1.20,,74240.00,6.50,,,,,,49880.00,61550.00,65910.00,94420.00,98630.00,TRUE,""
44004,Western Washington nonmetropolitan area,WA,Driver/Sales Workers,detailed,370,25.30,3.10,0.91,16.36,34020.00,7.60,13.69,13.69,14.11,17.91,22.90,28480.00,28480.00,29360.00,37240.00,47630.00,"",""
44005,Western Washington nonmetropolitan area,WA,Heavy and Tractor-Trailer Truck Drivers,detailed,1750,3.60,14.60,1.08,26.17,54430.00,1.30,18.34,22.32,23.70,29.65,37.47,38150.00,46430.00,49300.00,61670.00,77940.00,"",""
44006,Western Washington nonmetropolitan area,WA,Light Truck Drivers,detailed,870,4.40,7.28,1.02,20.07,41750.00,1.60,14.22,14.58,17.95,22.54,29.87,29580.00,30330.00,37340.00,46880.00,62130.00,"",""
44007,Western Washington nonmetropolitan area,WA,"Bus Drivers, School",detailed,460,4.20,3.88,1.51,23.08,48000.00,1.00,18.23,22.26,23.12,23.56,29.44,37910.00,46300.00,48090.00,49000.00,61230.00,"",""
44008,Western Washington nonmetropolitan area,WA,"Bus Drivers, Transit and Intercity",detailed,450,47.20,3.77,3.64,24.67,51310.00,5.60,18.76,22.96,23.37,29.17,29.98,39010.00,47750.00,48620.00,60670.00,62360.00,"",""
44009,Western Washington nonmetropolitan area,WA,Shuttle Drivers and Chauffeurs,detailed,100,14.40,0.87,0.70,17.07,35500.00,2.00,14.37,14.49,16.05,18.49,22.71,29890.00,30140.00,33380.00,38460.00,47240.00,"",""
44010,Western Washington nonmetropolitan area,WA,"Motor Vehicle Operators, All Other",detailed,120,42.30,1.03,2.98,16.33,33970.00,7.70,14.43,14.74,14.76,18.04,18.18,30010.00,30660.00,30710.00,37510.00,37810.00,"",""
44011,Western Washington nonmetropolitan area,WA,Sailors and Marine Oilers,detailed,60,33.80,0.50,2.63,27.00,56160.00,6.90,16.52,18.67,30.18,31.97,34.01,34350.00,38840.00,62770.00,66490.00,70740.00,"",""
44012,Western Washington nonmetropolitan area,WA,"Captains, Mates, and Pilots of Water Vessels",detailed,50,33.60,0.42,1.75,39.45,82050.00,2.80,27.02,37.50,38.25,44.79,45.45,56210.00,78010.00,79570.00,93160.00,94530.00,"",""
44013,Western Washington nonmetropolitan area,WA,Parking Attendants,detailed,60,12.90,0.48,0.74,15.09,31390.00,2.10,13.69,13.85,14.09,15.60,18.11,28480.00,28810.00,29310.00,32460.00,37680.00,"",""
44014,Western Washington nonmetropolitan area,WA,Automotive and Watercraft Service Attendants,detailed,180,15.80,1.48,1.87,15.88,33030.00,2.20,14.09,14.26,14.49,17.39,18.24,29310.00,29660.00,30140.00,36170.00,37950.00,"",""
44015,Western Washington nonmetropolitan area,WA,Industrial Truck and Tractor Operators,detailed,510,4.90,4.31,0.80,20.84,43350.00,0.90,16.32,17.64,21.96,22.88,23.63,33950.00,36690.00,45680.00,47590.00,49140.00,"",""
44016,Western Washington nonmetropolitan area,WA,Cleaners of Vehicles and Equipment,detailed,340,4.70,2.86,1.15,17.22,35810.00,1.20,13.96,14.49,17.46,18.04,22.02,29040.00,30140.00,36320.00,37510.00,45810.00,"",""
44017,Western Washington nonmetropolitan area,WA,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,1960,4.90,16.43,0.85,17.54,36490.00,1.00,14.21,14.49,17.48,18.18,22.66,29550.00,30140.00,36360.00,37810.00,47120.00,"",""
44018,Western Washington nonmetropolitan area,WA,Machine Feeders and Offbearers,detailed,280,5.40,2.34,5.42,19.45,40460.00,1.10,14.51,17.13,17.94,22.04,23.08,30170.00,35630.00,37320.00,45850.00,48000.00,"",""
44019,Western Washington nonmetropolitan area,WA,"Packers and Packagers, Hand",detailed,380,8.50,3.15,0.76,16.52,34350.00,1.40,13.69,14.21,14.82,18.04,21.73,28480.00,29550.00,30830.00,37510.00,45190.00,"",""
44020,Western Washington nonmetropolitan area,WA,Stockers and Order Fillers,detailed,2190,2.70,18.30,1.05,17.46,36320.00,0.50,14.09,14.55,17.49,18.18,22.43,29310.00,30270.00,36380.00,37810.00,46660.00,"",""
44021,Western Washington nonmetropolitan area,WA,Refuse and Recyclable Material Collectors,detailed,160,13.90,1.38,1.54,22.92,47670.00,1.70,17.95,18.32,22.71,23.83,29.15,37340.00,38100.00,47240.00,49570.00,60640.00,"",""
44022,Eastern Washington nonmetropolitan area,WA,All Occupations,total,94140,0.00,1000.00,1.00,26.36,54820.00,0.50,14.21,15.15,22.01,29.96,46.75,29550.00,31510.00,45780.00,62330.00,97230.00,"",""
44023,Eastern Washington nonmetropolitan area,WA,Management Occupations,major,3970,2.30,42.18,0.67,56.22,116930.00,0.90,28.63,37.26,48.47,63.08,91.72,59540.00,77500.00,100820.00,131200.00,190770.00,"",""
44024,Eastern Washington nonmetropolitan area,WA,Chief Executives,detailed,150,16.10,1.62,1.14,86.63,180200.00,3.60,61.01,63.14,78.80,98.53,,126910.00,131340.00,163900.00,204940.00,,"",""
44025,Eastern Washington nonmetropolitan area,WA,General and Operations Managers,detailed,1220,3.40,12.94,0.61,55.83,116120.00,1.40,26.42,36.85,48.03,68.35,97.98,54960.00,76640.00,99890.00,142170.00,203790.00,"",""
44026,Eastern Washington nonmetropolitan area,WA,Legislators,detailed,140,27.90,1.54,4.86,,128860.00,8.00,,,,,,56870.00,59860.00,120280.00,153680.00,,TRUE,""
44027,Eastern Washington nonmetropolitan area,WA,Marketing Managers,detailed,60,12.10,0.65,0.33,60.90,126680.00,3.60,35.93,42.76,56.67,74.54,99.11,74730.00,88950.00,117870.00,155040.00,206150.00,"",""
44028,Eastern Washington nonmetropolitan area,WA,Sales Managers,detailed,140,7.50,1.49,0.46,70.86,147400.00,2.90,37.44,53.07,63.08,87.15,,77870.00,110390.00,131200.00,181270.00,,"",""
44029,Eastern Washington nonmetropolitan area,WA,Fundraising Managers,detailed,30,4.20,0.35,2.14,61.71,128360.00,0.70,37.00,42.61,47.29,77.57,,76960.00,88620.00,98360.00,161340.00,,"",""
44030,Eastern Washington nonmetropolitan area,WA,Administrative Services Managers,detailed,40,5.80,0.38,0.24,48.17,100200.00,3.30,25.58,36.79,47.29,60.54,64.54,53210.00,76530.00,98360.00,125930.00,134240.00,"",""
44031,Eastern Washington nonmetropolitan area,WA,Facilities Managers,detailed,70,5.40,0.72,1.00,46.31,96320.00,1.40,28.97,35.91,45.51,57.49,68.05,60250.00,74690.00,94660.00,119580.00,141540.00,"",""
44032,Eastern Washington nonmetropolitan area,WA,Computer and Information Systems Managers,detailed,150,5.40,1.62,0.47,65.43,136090.00,2.00,38.80,47.67,60.55,77.07,96.75,80700.00,99160.00,125930.00,160300.00,201240.00,"",""
44033,Eastern Washington nonmetropolitan area,WA,Financial Managers,detailed,200,7.80,2.12,0.44,65.73,136720.00,4.00,37.04,45.64,59.64,77.37,,77040.00,94920.00,124040.00,160920.00,,"",""
44034,Eastern Washington nonmetropolitan area,WA,Industrial Production Managers,detailed,120,8.20,1.32,0.97,57.30,119190.00,1.70,45.52,49.06,54.34,60.26,77.18,94690.00,102050.00,113020.00,125340.00,160540.00,"",""
44035,Eastern Washington nonmetropolitan area,WA,"Transportation, Storage, and Distribution Managers",detailed,60,8.60,0.61,0.60,46.60,96920.00,4.00,30.04,37.10,45.99,57.41,62.86,62480.00,77170.00,95670.00,119410.00,130750.00,"",""
44036,Eastern Washington nonmetropolitan area,WA,Human Resources Managers,detailed,70,19.80,0.76,0.64,52.15,108470.00,6.70,37.79,37.79,48.12,61.35,76.21,78610.00,78610.00,100100.00,127610.00,158520.00,"",""
44037,Eastern Washington nonmetropolitan area,WA,Construction Managers,detailed,160,16.70,1.69,0.84,50.55,105150.00,5.90,29.17,37.27,47.62,60.61,69.17,60680.00,77530.00,99040.00,126080.00,143870.00,"",""
44038,Eastern Washington nonmetropolitan area,WA,"Education and Childcare Administrators, Preschool and Daycare",detailed,50,11.40,0.58,1.43,25.75,53560.00,4.50,17.46,21.69,21.98,29.63,36.96,36320.00,45110.00,45720.00,61630.00,76890.00,"",""
44039,Eastern Washington nonmetropolitan area,WA,"Education Administrators, Kindergarten through Secondary",detailed,250,7.30,2.67,1.37,,115630.00,1.50,,,,,,98190.00,99330.00,125510.00,127260.00,130930.00,TRUE,""
44040,Eastern Washington nonmetropolitan area,WA,"Education Administrators, Postsecondary",detailed,160,0.70,1.67,1.50,64.70,134580.00,0.40,35.93,37.00,57.49,77.57,99.33,74730.00,76960.00,119580.00,161340.00,206600.00,"",""
44041,Eastern Washington nonmetropolitan area,WA,Architectural and Engineering Managers,detailed,90,12.50,0.91,0.69,66.58,138480.00,4.80,43.29,58.41,63.35,75.45,93.59,90050.00,121490.00,131770.00,156930.00,194680.00,"",""
44042,Eastern Washington nonmetropolitan area,WA,Food Service Managers,detailed,90,9.10,0.96,0.64,36.97,76900.00,8.00,22.08,28.28,33.76,46.69,59.94,45930.00,58830.00,70210.00,97120.00,124680.00,"",""
44043,Eastern Washington nonmetropolitan area,WA,Lodging Managers,detailed,80,15.20,0.83,3.24,30.09,62590.00,5.70,17.60,22.48,24.49,36.42,42.12,36610.00,46760.00,50930.00,75750.00,87600.00,"",""
44044,Eastern Washington nonmetropolitan area,WA,Medical and Health Services Managers,detailed,150,2.60,1.63,0.53,57.60,119800.00,1.40,35.80,45.37,47.79,60.95,91.16,74460.00,94380.00,99400.00,126780.00,189600.00,"",""
44045,Eastern Washington nonmetropolitan area,WA,Natural Sciences Managers,detailed,30,11.20,0.36,0.67,60.62,126100.00,1.80,44.29,47.26,50.20,71.83,99.13,92120.00,98300.00,104420.00,149410.00,206190.00,"",""
44046,Eastern Washington nonmetropolitan area,WA,Postmasters and Mail Superintendents,detailed,40,0.00,0.45,4.93,36.21,75330.00,0.00,28.60,33.88,36.04,38.59,42.92,59490.00,70470.00,74950.00,80270.00,89270.00,"",""
44047,Eastern Washington nonmetropolitan area,WA,"Property, Real Estate, and Community Association Managers",detailed,60,28.40,0.65,0.39,35.22,73250.00,11.90,14.01,25.60,35.21,36.88,59.59,29130.00,53260.00,73250.00,76700.00,123960.00,"",""
44048,Eastern Washington nonmetropolitan area,WA,Social and Community Service Managers,detailed,70,10.60,0.78,0.70,35.51,73870.00,3.00,17.74,27.96,36.32,45.16,47.76,36900.00,58150.00,75550.00,93940.00,99330.00,"",""
44049,Eastern Washington nonmetropolitan area,WA,"Managers, All Other",detailed,170,11.30,1.82,0.51,52.80,109820.00,2.80,35.34,42.51,48.92,61.17,77.57,73510.00,88410.00,101750.00,127240.00,161340.00,"",""
44050,Eastern Washington nonmetropolitan area,WA,Business and Financial Operations Occupations,major,3930,2.50,41.74,0.65,34.34,71430.00,1.60,20.76,23.51,30.10,38.70,48.81,43180.00,48890.00,62610.00,80490.00,101510.00,"",""
44051,Eastern Washington nonmetropolitan area,WA,Buyers and Purchasing Agents,detailed,380,7.90,4.03,1.29,31.76,66060.00,2.10,20.96,23.76,29.60,37.30,47.87,43600.00,49410.00,61570.00,77580.00,99560.00,"",""
44052,Eastern Washington nonmetropolitan area,WA,"Claims Adjusters, Examiners, and Investigators",detailed,30,5.90,0.36,0.18,44.47,92500.00,3.80,22.82,29.11,37.03,62.06,62.06,47470.00,60550.00,77030.00,129080.00,129080.00,"",""
44053,Eastern Washington nonmetropolitan area,WA,Compliance Officers,detailed,170,7.80,1.77,0.74,36.28,75470.00,3.40,23.07,28.90,37.25,44.70,48.27,47980.00,60110.00,77480.00,92980.00,100390.00,"",""
44054,Eastern Washington nonmetropolitan area,WA,Cost Estimators,detailed,110,12.10,1.18,0.79,37.70,78420.00,3.40,22.04,29.08,36.65,47.35,60.68,45840.00,60490.00,76230.00,98490.00,126210.00,"",""
44055,Eastern Washington nonmetropolitan area,WA,Human Resources Specialists,detailed,390,10.40,4.15,0.79,33.09,68830.00,2.80,20.76,24.16,30.92,38.00,46.87,43180.00,50250.00,64320.00,79030.00,97480.00,"",""
44056,Eastern Washington nonmetropolitan area,WA,Project Management Specialists,detailed,130,6.50,1.39,0.26,43.68,90850.00,2.50,29.19,34.21,39.13,49.70,62.08,60720.00,71150.00,81390.00,103380.00,129130.00,"",""
44057,Eastern Washington nonmetropolitan area,WA,Management Analysts,detailed,140,10.10,1.50,0.28,40.09,83400.00,5.00,24.21,30.06,38.17,47.11,59.83,50350.00,62530.00,79400.00,97980.00,124440.00,"",""
44058,Eastern Washington nonmetropolitan area,WA,"Meeting, Convention, and Event Planners",detailed,50,12.10,0.57,0.82,24.18,50290.00,2.20,17.78,20.82,23.24,27.81,30.01,36980.00,43300.00,48350.00,57850.00,62410.00,"",""
44059,Eastern Washington nonmetropolitan area,WA,Fundraisers,detailed,90,5.70,0.94,1.61,28.82,59940.00,2.70,18.06,23.16,29.00,34.69,38.19,37570.00,48170.00,60320.00,72160.00,79440.00,"",""
44060,Eastern Washington nonmetropolitan area,WA,Training and Development Specialists,detailed,90,11.80,1.01,0.42,35.52,73870.00,2.60,22.59,23.76,33.39,45.98,49.35,46990.00,49410.00,69460.00,95630.00,102650.00,"",""
44061,Eastern Washington nonmetropolitan area,WA,Market Research Analysts and Marketing Specialists,detailed,210,4.40,2.27,0.44,29.51,61380.00,8.70,17.14,21.68,27.82,35.18,44.25,35640.00,45090.00,57860.00,73180.00,92030.00,"",""
44062,Eastern Washington nonmetropolitan area,WA,"Business Operations Specialists, All Other",detailed,850,2.80,9.01,1.23,33.15,68960.00,1.70,18.87,23.44,29.96,38.19,48.06,39260.00,48760.00,62330.00,79440.00,99960.00,"",""
44063,Eastern Washington nonmetropolitan area,WA,Accountants and Auditors,detailed,680,6.40,7.18,0.77,35.95,74780.00,2.90,23.25,27.46,34.10,46.01,49.52,48360.00,57110.00,70930.00,95690.00,103000.00,"",""
44064,Eastern Washington nonmetropolitan area,WA,Property Appraisers and Assessors,detailed,70,18.50,0.77,1.86,30.69,63830.00,7.00,23.27,24.15,29.20,33.83,43.17,48390.00,50230.00,60740.00,70370.00,89780.00,"",""
44065,Eastern Washington nonmetropolitan area,WA,Financial and Investment Analysts,detailed,60,16.20,0.61,0.30,41.86,87080.00,2.10,29.25,29.89,38.17,49.70,63.13,60840.00,62170.00,79400.00,103380.00,131310.00,"",""
44066,Eastern Washington nonmetropolitan area,WA,Personal Financial Advisors,detailed,50,17.70,0.49,0.26,73.73,153360.00,11.60,23.11,37.16,48.84,,,48060.00,77300.00,101600.00,,,"",""
44067,Eastern Washington nonmetropolitan area,WA,Loan Officers,detailed,120,17.60,1.28,0.53,29.96,62310.00,10.00,14.26,18.63,22.87,36.29,49.25,29660.00,38740.00,47570.00,75480.00,102450.00,"",""
44068,Eastern Washington nonmetropolitan area,WA,"Financial Specialists, All Other",detailed,170,8.20,1.81,2.07,29.81,62000.00,4.10,18.38,23.44,23.44,30.69,38.19,38220.00,48760.00,48760.00,63840.00,79440.00,"",""
44069,Eastern Washington nonmetropolitan area,WA,Computer and Mathematical Occupations,major,1540,3.20,16.32,0.49,40.30,83820.00,1.70,23.41,29.71,37.89,47.18,59.81,48690.00,61800.00,78810.00,98130.00,124410.00,"",""
44070,Eastern Washington nonmetropolitan area,WA,Computer Systems Analysts,detailed,220,9.20,2.39,0.67,40.34,83910.00,1.50,30.06,36.79,38.23,46.98,48.78,62520.00,76530.00,79510.00,97710.00,101450.00,"",""
44071,Eastern Washington nonmetropolitan area,WA,Computer Network Support Specialists,detailed,40,28.40,0.44,0.35,37.37,77730.00,6.50,23.22,29.66,36.96,46.87,46.88,48310.00,61680.00,76880.00,97480.00,97500.00,"",""
44072,Eastern Washington nonmetropolitan area,WA,Computer User Support Specialists,detailed,290,5.60,3.09,0.67,29.19,60710.00,1.80,20.52,23.14,29.16,35.66,37.74,42690.00,48120.00,60650.00,74160.00,78500.00,"",""
44073,Eastern Washington nonmetropolitan area,WA,Computer Network Architects,detailed,40,15.10,0.40,0.33,49.12,102170.00,3.70,34.62,38.54,44.17,59.85,72.48,72010.00,80170.00,91880.00,124480.00,150750.00,"",""
44074,Eastern Washington nonmetropolitan area,WA,Network and Computer Systems Administrators,detailed,200,11.20,2.08,0.92,36.34,75590.00,1.80,29.50,29.50,37.16,38.23,47.05,61350.00,61350.00,77290.00,79510.00,97860.00,"",""
44075,Eastern Washington nonmetropolitan area,WA,Computer Programmers,detailed,30,17.10,0.33,0.30,46.15,95990.00,3.20,29.17,34.40,47.26,56.29,60.95,60680.00,71560.00,98310.00,117090.00,126780.00,"",""
44076,Eastern Washington nonmetropolitan area,WA,Software Developers,detailed,360,11.00,3.80,0.39,51.02,106120.00,3.40,30.26,38.54,47.01,58.72,73.71,62940.00,80170.00,97770.00,122140.00,153320.00,"",""
44077,Eastern Washington nonmetropolitan area,WA,Software Quality Assurance Analysts and Testers,detailed,40,16.90,0.40,0.29,44.14,91820.00,4.00,30.05,34.56,43.60,54.78,56.29,62500.00,71870.00,90680.00,113940.00,117090.00,"",""
44078,Eastern Washington nonmetropolitan area,WA,Web Developers,detailed,40,14.80,0.38,0.63,38.61,80320.00,6.40,19.45,29.11,34.01,48.67,56.45,40450.00,60550.00,70750.00,101240.00,117420.00,"",""
44079,Eastern Washington nonmetropolitan area,WA,Web and Digital Interface Designers,detailed,40,25.20,0.38,0.65,34.40,71560.00,9.80,14.53,23.60,33.27,45.11,55.20,30230.00,49080.00,69190.00,93830.00,114810.00,"",""
44080,Eastern Washington nonmetropolitan area,WA,"Computer Occupations, All Other",detailed,130,7.80,1.40,0.53,41.00,85290.00,6.30,23.07,29.56,38.14,49.08,54.46,47980.00,61480.00,79330.00,102090.00,113290.00,"",""
44081,Eastern Washington nonmetropolitan area,WA,Architecture and Engineering Occupations,major,1780,4.60,18.94,1.10,38.53,80150.00,1.20,23.14,28.54,35.16,47.26,57.76,48130.00,59360.00,73130.00,98310.00,120130.00,"",""
44082,Eastern Washington nonmetropolitan area,WA,Civil Engineers,detailed,260,15.20,2.80,1.30,41.97,87310.00,1.80,28.47,34.85,38.30,47.13,57.75,59220.00,72480.00,79670.00,98030.00,120130.00,"",""
44083,Eastern Washington nonmetropolitan area,WA,Electrical Engineers,detailed,420,15.50,4.41,3.34,42.58,88570.00,4.00,26.47,35.16,37.56,56.50,61.64,55050.00,73130.00,78130.00,117520.00,128200.00,"",""
44084,Eastern Washington nonmetropolitan area,WA,Industrial Engineers,detailed,110,8.30,1.12,0.54,43.90,91300.00,1.40,29.88,35.07,46.00,48.57,59.38,62160.00,72950.00,95690.00,101020.00,123510.00,"",""
44085,Eastern Washington nonmetropolitan area,WA,Mechanical Engineers,detailed,230,11.00,2.43,1.23,44.53,92610.00,1.00,29.68,34.22,44.01,56.14,59.32,61740.00,71170.00,91530.00,116780.00,123390.00,"",""
44086,Eastern Washington nonmetropolitan area,WA,Architectural and Civil Drafters,detailed,50,22.30,0.53,0.73,27.93,58090.00,4.40,18.27,22.81,26.82,33.80,37.20,38000.00,47430.00,55780.00,70290.00,77380.00,"",""
44087,Eastern Washington nonmetropolitan area,WA,Civil Engineering Technologists and Technicians,detailed,100,12.60,1.06,2.33,28.86,60030.00,1.90,23.03,23.21,28.96,30.22,38.41,47890.00,48280.00,60230.00,62860.00,79890.00,"",""
44088,Eastern Washington nonmetropolitan area,WA,Electrical and Electronic Engineering Technologists and Technicians,detailed,110,4.30,1.20,1.67,33.23,69110.00,0.80,23.22,23.82,29.68,37.84,47.77,48300.00,49550.00,61740.00,78700.00,99360.00,"",""
44089,Eastern Washington nonmetropolitan area,WA,Industrial Engineering Technologists and Technicians,detailed,40,9.20,0.41,0.93,25.79,53640.00,1.80,18.80,22.83,23.39,28.81,34.82,39110.00,47490.00,48640.00,59920.00,72420.00,"",""
44090,Eastern Washington nonmetropolitan area,WA,Mechanical Engineering Technologists and Technicians,detailed,50,6.40,0.57,2.01,27.72,57670.00,1.80,22.77,22.77,29.02,29.78,35.44,47350.00,47350.00,60350.00,61950.00,73710.00,"",""
44091,Eastern Washington nonmetropolitan area,WA,"Engineering Technologists and Technicians, Except Drafters, All Other",detailed,100,6.80,1.03,1.97,25.96,54000.00,1.70,18.20,23.22,23.22,29.68,33.39,37860.00,48300.00,48300.00,61740.00,69450.00,"",""
44092,Eastern Washington nonmetropolitan area,WA,Surveying and Mapping Technicians,detailed,40,9.50,0.37,0.94,24.18,50290.00,2.00,17.70,21.80,23.12,29.10,29.45,36820.00,45350.00,48080.00,60530.00,61260.00,"",""
44093,Eastern Washington nonmetropolitan area,WA,"Life, Physical, and Social Science Occupations",major,2170,1.00,23.10,2.56,28.18,58600.00,0.60,16.95,18.89,25.58,34.19,39.61,35260.00,39290.00,53210.00,71120.00,82390.00,"",""
44094,Eastern Washington nonmetropolitan area,WA,Soil and Plant Scientists,detailed,160,5.50,1.74,15.66,31.16,64800.00,2.00,23.18,23.18,29.63,37.77,39.48,48210.00,48210.00,61630.00,78550.00,82120.00,"",""
44095,Eastern Washington nonmetropolitan area,WA,Zoologists and Wildlife Biologists,detailed,120,7.20,1.31,11.56,36.21,75330.00,1.40,28.01,30.92,35.86,38.60,47.18,58250.00,64320.00,74590.00,80280.00,98130.00,"",""
44096,Eastern Washington nonmetropolitan area,WA,"Biological Scientists, All Other",detailed,90,2.90,0.95,2.85,36.88,76720.00,2.50,18.17,23.18,32.11,40.97,57.58,37790.00,48210.00,66790.00,85220.00,119770.00,"",""
44097,Eastern Washington nonmetropolitan area,WA,Conservation Scientists,detailed,80,4.10,0.86,5.37,34.45,71660.00,1.20,24.02,26.69,33.15,38.68,47.18,49960.00,55510.00,68950.00,80460.00,98130.00,"",""
44098,Eastern Washington nonmetropolitan area,WA,Foresters,detailed,50,4.90,0.56,8.35,32.93,68490.00,2.00,25.68,28.69,33.30,35.22,39.02,53410.00,59680.00,69250.00,73260.00,81160.00,"",""
44099,Eastern Washington nonmetropolitan area,WA,Chemists,detailed,60,9.40,0.68,1.19,35.82,74510.00,3.20,23.18,24.29,37.03,37.98,50.06,48210.00,50520.00,77030.00,79000.00,104110.00,"",""
44100,Eastern Washington nonmetropolitan area,WA,"Environmental Scientists and Specialists, Including Health",detailed,60,7.10,0.65,1.19,33.59,69860.00,3.20,23.08,23.34,29.76,37.18,42.22,48000.00,48550.00,61910.00,77340.00,87820.00,"",""
44101,Eastern Washington nonmetropolitan area,WA,School Psychologists,detailed,40,8.30,0.46,1.12,40.08,83370.00,2.00,28.49,37.16,38.65,47.11,48.61,59260.00,77290.00,80390.00,97980.00,101100.00,"",""
44102,Eastern Washington nonmetropolitan area,WA,Urban and Regional Planners,detailed,60,8.80,0.68,2.46,33.50,69680.00,2.60,23.78,29.33,30.08,37.66,41.57,49460.00,61000.00,62560.00,78340.00,86470.00,"",""
44103,Eastern Washington nonmetropolitan area,WA,Agricultural Technicians,detailed,150,7.90,1.59,16.53,21.42,44540.00,0.90,17.93,18.12,22.20,22.98,29.19,37290.00,37690.00,46170.00,47800.00,60720.00,"",""
44104,Eastern Washington nonmetropolitan area,WA,Food Science Technicians,detailed,60,10.70,0.68,8.28,19.52,40590.00,2.00,17.52,17.92,17.92,22.42,22.76,36440.00,37270.00,37270.00,46640.00,47340.00,"",""
44105,Eastern Washington nonmetropolitan area,WA,Biological Technicians,detailed,290,2.30,3.04,5.63,21.81,45370.00,0.80,14.31,16.95,21.00,27.40,29.25,29760.00,35260.00,43680.00,56990.00,60830.00,"",""
44106,Eastern Washington nonmetropolitan area,WA,Chemical Technicians,detailed,100,8.90,1.05,2.57,24.86,51700.00,2.60,17.63,22.73,23.01,29.31,31.07,36680.00,47270.00,47850.00,60970.00,64630.00,"",""
44107,Eastern Washington nonmetropolitan area,WA,"Life, Physical, and Social Science Technicians, All Other",detailed,60,7.10,0.60,1.35,22.53,46860.00,1.40,17.51,18.12,22.98,23.10,29.25,36420.00,37690.00,47800.00,48050.00,60830.00,"",""
44108,Eastern Washington nonmetropolitan area,WA,Occupational Health and Safety Specialists,detailed,70,4.40,0.75,0.99,38.97,81060.00,1.90,29.76,32.11,37.69,45.42,50.31,61910.00,66790.00,78400.00,94470.00,104650.00,"",""
