"OccMetID","Area_Title","Primary_State","Occupation_Title","Occupation_Group","Total_Employees_Met","Employee_PCT_Met","Jobs_1000_Met","Loc_Quotient_Met","H_Mean_Met","A_Mean_Met","Mean_PCT_Met","H_PCT10_Met","H_PCT25_Met","H_Median_Met","H_PCT75_Met","H_PCT90_Met","A_PCT10_Met","A_PCT25_Met","A_Median_Met","A_PCT75_Met","A_PCT90_Met","Annual_Met","Hourly_Met"
137236,"Yakima, WA",WA,Social and Community Service Managers,detailed,100,5.10,1.063,0.96,39.76,82700.00,2.50,22.48,28.90,36.25,46.45,58.99,46760.00,60110.00,75390.00,96610.00,122710.00,"",""
137237,"Yakima, WA",WA,"Managers, All Other",detailed,130,5.80,1.434,0.41,54.96,114310.00,2.50,37.00,38.28,49.41,59.68,88.29,76960.00,79620.00,102780.00,124130.00,183630.00,"",""
137238,"Yakima, WA",WA,Business and Financial Operations Occupations,major,3230,1.80,35.458,0.55,34.26,71270.00,0.80,18.99,23.65,30.17,38.41,48.58,39500.00,49200.00,62750.00,79890.00,101040.00,"",""
137239,"Yakima, WA",WA,Buyers and Purchasing Agents,detailed,240,5.10,2.644,0.85,31.35,65200.00,1.90,21.85,23.57,29.61,37.09,41.57,45450.00,49020.00,61580.00,77150.00,86460.00,"",""
137240,"Yakima, WA",WA,"Claims Adjusters, Examiners, and Investigators",detailed,60,3.00,0.648,0.33,39.84,82880.00,3.20,22.71,32.48,36.26,48.43,61.25,47240.00,67550.00,75420.00,100730.00,127400.00,"",""
137241,"Yakima, WA",WA,Compliance Officers,detailed,210,4.40,2.352,0.99,35.24,73310.00,1.00,23.51,28.55,31.69,38.60,56.31,48900.00,59380.00,65920.00,80280.00,117120.00,"",""
137242,"Yakima, WA",WA,Cost Estimators,detailed,140,5.90,1.498,1.01,34.56,71890.00,3.10,23.16,28.76,36.17,37.02,47.25,48160.00,59810.00,75240.00,77000.00,98280.00,"",""
137243,"Yakima, WA",WA,Human Resources Specialists,detailed,290,4.70,3.202,0.61,31.65,65830.00,1.40,18.92,23.45,29.60,36.83,46.12,39360.00,48780.00,61570.00,76600.00,95930.00,"",""
137244,"Yakima, WA",WA,Project Management Specialists,detailed,70,10.00,0.785,0.15,43.94,91390.00,3.10,23.95,34.48,43.09,50.36,72.21,49820.00,71710.00,89630.00,104750.00,150200.00,"",""
137245,"Yakima, WA",WA,Management Analysts,detailed,160,5.60,1.781,0.33,35.81,74470.00,3.40,20.58,27.84,33.76,39.64,49.40,42800.00,57910.00,70220.00,82440.00,102750.00,"",""
137246,"Yakima, WA",WA,Fundraisers,detailed,60,7.60,0.609,1.05,27.13,56430.00,2.90,18.06,22.62,23.95,30.01,37.73,37570.00,47040.00,49810.00,62420.00,78470.00,"",""
137247,"Yakima, WA",WA,Training and Development Specialists,detailed,110,7.80,1.166,0.49,30.32,63070.00,1.90,18.44,22.62,28.90,36.26,45.64,38350.00,47040.00,60110.00,75430.00,94940.00,"",""
137248,"Yakima, WA",WA,Market Research Analysts and Marketing Specialists,detailed,170,6.20,1.854,0.36,28.24,58740.00,2.30,16.03,19.09,23.76,34.19,45.80,33340.00,39710.00,49410.00,71120.00,95270.00,"",""
137249,"Yakima, WA",WA,"Business Operations Specialists, All Other",detailed,670,4.40,7.360,1.01,32.41,67410.00,1.40,18.53,22.90,29.60,38.41,46.94,38530.00,47630.00,61570.00,79890.00,97630.00,"",""
137250,"Yakima, WA",WA,Accountants and Auditors,detailed,540,3.70,5.891,0.63,35.85,74580.00,1.00,23.00,28.67,35.97,40.57,48.27,47830.00,59640.00,74820.00,84390.00,100390.00,"",""
137251,"Yakima, WA",WA,Financial and Investment Analysts,detailed,40,8.60,0.488,0.24,35.30,73420.00,2.90,24.72,26.69,36.79,37.69,47.06,51420.00,55510.00,76530.00,78400.00,97880.00,"",""
137252,"Yakima, WA",WA,Personal Financial Advisors,detailed,70,14.00,0.763,0.41,66.92,139200.00,6.30,21.45,27.98,48.45,,,44620.00,58190.00,100780.00,,,"",""
137253,"Yakima, WA",WA,Loan Officers,detailed,130,6.70,1.435,0.59,39.67,82520.00,5.20,18.16,22.96,29.96,47.89,74.05,37760.00,47770.00,62320.00,99610.00,154030.00,"",""
137254,"Yakima, WA",WA,"Financial Specialists, All Other",detailed,30,17.50,0.371,0.42,31.10,64690.00,6.80,18.38,20.19,23.99,38.04,54.44,38220.00,42000.00,49900.00,79120.00,113240.00,"",""
137255,"Yakima, WA",WA,Computer and Mathematical Occupations,major,720,3.50,7.962,0.24,37.07,77110.00,2.70,22.62,28.57,35.46,46.08,56.91,47040.00,59430.00,73750.00,95850.00,118370.00,"",""
137256,"Yakima, WA",WA,Computer Systems Analysts,detailed,60,20.40,0.636,0.18,44.01,91550.00,2.50,30.22,38.23,44.67,49.33,58.38,62860.00,79510.00,92910.00,102600.00,121430.00,"",""
137257,"Yakima, WA",WA,Computer Network Support Specialists,detailed,40,5.90,0.482,0.39,35.54,73930.00,1.10,28.90,29.89,35.53,39.34,45.95,60110.00,62160.00,73900.00,81830.00,95580.00,"",""
137258,"Yakima, WA",WA,Computer User Support Specialists,detailed,240,4.10,2.647,0.57,29.88,62160.00,7.80,20.23,23.00,28.90,35.19,46.26,42070.00,47840.00,60110.00,73200.00,96230.00,"",""
137259,"Yakima, WA",WA,Network and Computer Systems Administrators,detailed,100,5.00,1.081,0.48,36.95,76850.00,1.50,28.57,29.33,37.03,43.33,48.91,59430.00,61000.00,77030.00,90130.00,101740.00,"",""
137260,"Yakima, WA",WA,Software Developers,detailed,70,11.30,0.725,0.07,56.13,116760.00,7.50,35.27,46.36,56.28,63.14,75.99,73370.00,96420.00,117070.00,131340.00,158050.00,"",""
137261,"Yakima, WA",WA,"Computer Occupations, All Other",detailed,90,7.00,1.031,0.39,32.23,67030.00,6.70,22.71,23.46,29.17,37.26,47.18,47240.00,48790.00,60680.00,77500.00,98130.00,"",""
137262,"Yakima, WA",WA,Architecture and Engineering Occupations,major,650,4.80,7.193,0.42,38.10,79250.00,1.80,22.95,29.21,37.26,45.75,56.95,47740.00,60750.00,77500.00,95160.00,118460.00,"",""
137263,"Yakima, WA",WA,Civil Engineers,detailed,170,3.90,1.864,0.86,41.88,87110.00,1.00,29.56,37.56,39.58,47.28,50.89,61480.00,78130.00,82330.00,98340.00,105860.00,"",""
137264,"Yakima, WA",WA,Electrical Engineers,detailed,60,8.20,0.678,0.51,50.73,105510.00,4.70,29.43,35.91,46.68,61.53,76.02,61210.00,74690.00,97090.00,127980.00,158120.00,"",""
137265,"Yakima, WA",WA,Industrial Engineers,detailed,50,14.40,0.536,0.26,42.80,89020.00,1.60,29.21,34.31,42.47,48.57,60.07,60750.00,71370.00,88340.00,101020.00,124950.00,"",""
137266,"Yakima, WA",WA,Mechanical Engineers,detailed,70,9.20,0.757,0.38,40.01,83210.00,1.50,28.25,30.00,38.16,46.67,61.91,58760.00,62410.00,79380.00,97070.00,128780.00,"",""
137267,"Yakima, WA",WA,Architectural and Civil Drafters,detailed,30,12.10,0.347,0.48,26.21,54510.00,3.10,17.76,22.52,28.35,28.96,36.83,36930.00,46840.00,58960.00,60230.00,76600.00,"",""
137268,"Yakima, WA",WA,Mechanical Drafters,detailed,30,12.90,0.371,1.09,24.01,49930.00,5.20,17.95,18.20,23.15,27.95,33.42,37330.00,37850.00,48140.00,58140.00,69500.00,"",""
137269,"Yakima, WA",WA,Civil Engineering Technologists and Technicians,detailed,60,7.90,0.657,1.44,30.50,63440.00,1.60,22.95,22.95,30.92,35.86,37.94,47740.00,47740.00,64320.00,74590.00,78910.00,"",""
137270,"Yakima, WA",WA,"Life, Physical, and Social Science Occupations",major,680,3.80,7.493,0.83,32.04,66650.00,0.90,17.67,23.01,30.90,37.88,47.45,36750.00,47850.00,64270.00,78780.00,98700.00,"",""
137271,"Yakima, WA",WA,Zoologists and Wildlife Biologists,detailed,30,7.70,0.362,3.20,38.16,79360.00,0.80,28.25,35.86,37.25,40.40,47.25,58760.00,74590.00,77480.00,84030.00,98280.00,"",""
137272,"Yakima, WA",WA,"Environmental Scientists and Specialists, Including Health",detailed,90,11.40,1.033,1.89,33.00,68630.00,2.10,24.72,28.49,34.11,35.75,40.97,51420.00,59260.00,70940.00,74370.00,85220.00,"",""
137273,"Yakima, WA",WA,School Psychologists,detailed,60,4.50,0.642,1.58,44.39,92320.00,1.10,36.67,37.88,47.99,48.10,57.28,76280.00,78780.00,99820.00,100040.00,119150.00,"",""
137274,"Yakima, WA",WA,Urban and Regional Planners,detailed,60,4.90,0.608,2.20,38.12,79300.00,0.50,29.33,31.69,37.69,41.57,48.10,61000.00,65920.00,78400.00,86470.00,100050.00,"",""
137275,"Yakima, WA",WA,Food Science Technicians,detailed,50,18.30,0.564,6.90,21.57,44870.00,4.50,17.67,18.10,22.28,23.12,24.05,36750.00,37650.00,46340.00,48080.00,50030.00,"",""
137276,"Yakima, WA",WA,Biological Technicians,detailed,40,4.60,0.483,0.89,22.47,46730.00,0.20,15.15,16.95,21.00,27.33,33.39,31510.00,35260.00,43680.00,56850.00,69450.00,"",""
137277,"Yakima, WA",WA,Occupational Health and Safety Specialists,detailed,50,16.20,0.507,0.67,37.02,77000.00,2.90,28.30,31.69,36.73,39.58,47.45,58860.00,65920.00,76400.00,82330.00,98700.00,"",""
137278,"Yakima, WA",WA,Community and Social Service Occupations,major,2200,3.80,24.112,1.52,25.64,53330.00,1.30,15.88,18.51,23.42,30.16,36.96,33030.00,38500.00,48720.00,62740.00,76880.00,"",""
137279,"Yakima, WA",WA,"Educational, Guidance, and Career Counselors and Advisors",detailed,160,4.70,1.729,0.82,39.57,82300.00,1.30,23.72,30.52,38.66,49.01,49.01,49340.00,63480.00,80420.00,101930.00,101930.00,"",""
137280,"Yakima, WA",WA,Rehabilitation Counselors,detailed,180,2.90,1.943,3.03,23.67,49240.00,1.10,17.48,20.88,22.42,25.37,31.67,36360.00,43430.00,46630.00,52770.00,65880.00,"",""
137281,"Yakima, WA",WA,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,520,5.00,5.724,2.59,24.47,50900.00,1.80,16.20,18.52,22.51,29.23,35.73,33700.00,38520.00,46810.00,60800.00,74310.00,"",""
137282,"Yakima, WA",WA,"Child, Family, and School Social Workers",detailed,360,7.00,3.948,1.64,27.50,57190.00,1.70,17.62,22.57,28.39,34.11,36.25,36650.00,46940.00,59040.00,70940.00,75410.00,"",""
137283,"Yakima, WA",WA,Healthcare Social Workers,detailed,230,23.40,2.490,2.02,26.78,55690.00,1.70,18.73,23.90,24.03,30.52,36.83,38960.00,49710.00,49990.00,63480.00,76600.00,"",""
137284,"Yakima, WA",WA,Mental Health and Substance Abuse Social Workers,detailed,110,9.70,1.242,1.54,22.65,47120.00,3.10,14.74,17.67,18.67,30.16,34.11,30660.00,36750.00,38830.00,62740.00,70940.00,"",""
137285,"Yakima, WA",WA,Probation Officers and Correctional Treatment Specialists,detailed,80,1.80,0.865,1.32,31.58,65680.00,0.10,25.70,29.06,29.82,34.55,37.35,53460.00,60440.00,62030.00,71870.00,77700.00,"",""
137286,"Yakima, WA",WA,Social and Human Service Assistants,detailed,310,16.40,3.396,1.20,18.91,39330.00,2.70,14.21,14.66,18.00,22.34,23.46,29550.00,30480.00,37430.00,46470.00,48800.00,"",""
137287,"Yakima, WA",WA,Community Health Workers,detailed,130,14.30,1.441,3.33,21.86,45470.00,3.90,14.74,17.36,18.67,23.73,30.26,30660.00,36120.00,38830.00,49360.00,62950.00,"",""
137288,"Yakima, WA",WA,"Community and Social Service Specialists, All Other",detailed,60,11.70,0.663,1.03,28.25,58760.00,3.00,14.76,20.61,28.55,35.73,42.61,30690.00,42880.00,59380.00,74320.00,88630.00,"",""
137289,"Yakima, WA",WA,Legal Occupations,major,430,2.70,4.744,0.57,44.77,93120.00,3.00,21.77,27.92,37.56,60.80,74.03,45280.00,58060.00,78130.00,126460.00,153980.00,"",""
137290,"Yakima, WA",WA,Lawyers,detailed,220,8.30,2.461,0.51,53.04,110330.00,4.20,29.56,37.12,47.66,61.19,78.22,61480.00,77200.00,99140.00,127280.00,162700.00,"",""
137291,"Yakima, WA",WA,"Judges, Magistrate Judges, and Magistrates",detailed,40,4.60,0.466,2.36,67.30,139980.00,1.40,47.76,47.76,55.10,97.60,98.73,99330.00,99330.00,114600.00,203000.00,205350.00,"",""
137292,"Yakima, WA",WA,Paralegals and Legal Assistants,detailed,140,19.00,1.512,0.63,27.79,57810.00,5.00,17.59,22.00,26.01,32.59,43.24,36580.00,45750.00,54100.00,67800.00,89930.00,"",""
137293,"Yakima, WA",WA,Educational Instruction and Library Occupations,major,6630,1.30,72.829,1.25,29.31,60960.00,0.70,14.61,18.33,24.10,38.58,49.08,30380.00,38120.00,50130.00,80250.00,102080.00,"",""
137294,"Yakima, WA",WA,"Career/Technical Education Teachers, Postsecondary",detailed,170,5.20,1.900,2.54,31.92,66400.00,2.70,22.42,28.47,30.65,37.39,47.28,46640.00,59220.00,63740.00,77760.00,98340.00,"",""
137295,"Yakima, WA",WA,"Preschool Teachers, Except Special Education",detailed,340,8.90,3.746,1.35,16.44,34180.00,1.50,13.83,14.07,14.38,17.23,21.84,28770.00,29270.00,29900.00,35840.00,45430.00,"",""
137296,"Yakima, WA",WA,"Kindergarten Teachers, Except Special Education",detailed,230,2.20,2.497,2.91,,73580.00,1.10,,,,,,48080.00,60670.00,76880.00,94810.00,102230.00,TRUE,""
137297,"Yakima, WA",WA,"Elementary School Teachers, Except Special Education",detailed,1220,1.40,13.391,1.42,,77570.00,0.50,,,,,,50130.00,61530.00,78070.00,97480.00,102230.00,TRUE,""
137298,"Yakima, WA",WA,"Middle School Teachers, Except Special and Career/Technical Education",detailed,420,2.30,4.644,1.11,,78630.00,0.90,,,,,,50110.00,61680.00,80660.00,97480.00,102230.00,TRUE,""
137299,"Yakima, WA",WA,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,590,2.40,6.516,0.90,,77980.00,0.90,,,,,,50130.00,61500.00,78310.00,98370.00,102230.00,TRUE,""
137300,"Yakima, WA",WA,"Career/Technical Education Teachers, Secondary School",detailed,170,3.20,1.822,3.04,,84140.00,0.70,,,,,,60670.00,76410.00,80660.00,102230.00,102230.00,TRUE,""
137301,"Yakima, WA",WA,"Special Education Teachers, Preschool",detailed,40,23.90,0.461,3.07,,65520.00,11.60,,,,,,29940.00,29940.00,63670.00,94810.00,102230.00,TRUE,""
137302,"Yakima, WA",WA,"Special Education Teachers, Kindergarten and Elementary School",detailed,120,1.70,1.372,1.03,,72920.00,0.70,,,,,,50130.00,60670.00,63670.00,80660.00,102230.00,TRUE,""
137303,"Yakima, WA",WA,"Special Education Teachers, Middle School",detailed,60,2.80,0.612,1.09,,77760.00,1.00,,,,,,50130.00,61480.00,76880.00,97480.00,102230.00,TRUE,""
137304,"Yakima, WA",WA,"Special Education Teachers, Secondary School",detailed,90,5.50,0.937,0.91,,79210.00,1.20,,,,,,50130.00,60670.00,79120.00,100310.00,102230.00,TRUE,""
137305,"Yakima, WA",WA,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,,,,,24.01,49940.00,2.70,14.80,14.80,18.74,23.77,48.75,30780.00,30780.00,38980.00,49450.00,101390.00,"",""
137306,"Yakima, WA",WA,Self-Enrichment Teachers,detailed,90,14.10,1.042,0.68,20.78,43220.00,3.80,13.95,14.39,18.13,23.17,29.26,29020.00,29920.00,37710.00,48180.00,60850.00,"",""
137307,"Yakima, WA",WA,"Substitute Teachers, Short-Term",detailed,520,2.60,5.660,2.13,21.83,45410.00,0.70,17.50,22.16,23.15,23.15,23.15,36400.00,46100.00,48140.00,48140.00,48140.00,"",""
137308,"Yakima, WA",WA,"Teachers and Instructors, All Other",detailed,70,29.10,0.808,0.69,,46830.00,6.40,,,,,,37100.00,37100.00,46760.00,50130.00,62820.00,TRUE,""
137309,"Yakima, WA",WA,Librarians and Media Collections Specialists,detailed,70,24.40,0.815,0.90,35.66,74160.00,9.70,18.57,27.40,36.87,49.15,49.15,38620.00,56990.00,76700.00,102230.00,102230.00,"",""
137310,"Yakima, WA",WA,Instructional Coordinators,detailed,90,5.70,0.944,0.72,41.86,87060.00,1.90,29.05,36.99,48.57,49.15,49.15,60430.00,76950.00,101030.00,102230.00,102230.00,"",""
137311,"Yakima, WA",WA,"Teaching Assistants, Except Postsecondary",detailed,1710,1.90,18.727,2.22,,39760.00,0.60,,,,,,29360.00,36440.00,38120.00,48140.00,48140.00,TRUE,""
137312,"Yakima, WA",WA,"Educational Instruction and Library Workers, All Other",detailed,110,20.20,1.242,1.12,24.42,50790.00,5.10,17.70,17.70,22.78,28.38,36.25,36810.00,36810.00,47390.00,59030.00,75410.00,"",""
137313,"Yakima, WA",WA,"Arts, Design, Entertainment, Sports, and Media Occupations",major,660,4.80,7.238,0.56,24.48,50920.00,2.40,14.28,16.86,22.14,29.64,38.00,29690.00,35080.00,46040.00,61660.00,79040.00,"",""
137314,"Yakima, WA",WA,Graphic Designers,detailed,40,8.00,0.483,0.33,23.73,49360.00,4.20,17.74,18.35,22.86,26.91,30.38,36900.00,38170.00,47560.00,55970.00,63180.00,"",""
137315,"Yakima, WA",WA,Merchandise Displayers and Window Trimmers,detailed,50,32.80,0.533,0.47,17.22,35820.00,2.70,13.81,14.09,16.86,18.20,21.66,28730.00,29300.00,35080.00,37850.00,45050.00,"",""
137316,"Yakima, WA",WA,Producers and Directors,detailed,30,6.90,0.331,0.34,25.81,53690.00,4.10,14.88,16.98,21.38,30.30,38.54,30940.00,35320.00,44480.00,63020.00,80150.00,"",""
137317,"Yakima, WA",WA,Coaches and Scouts,detailed,230,10.80,2.563,1.86,,48500.00,2.90,,,,,,29660.00,35430.00,45590.00,57560.00,74680.00,TRUE,""
137318,"Yakima, WA",WA,"News Analysts, Reporters, and Journalists",detailed,30,8.20,0.333,1.20,18.62,38740.00,3.40,14.74,14.76,14.76,23.51,23.53,30660.00,30690.00,30690.00,48890.00,48940.00,"",""
137319,"Yakima, WA",WA,Public Relations Specialists,detailed,70,6.70,0.759,0.44,32.17,66910.00,2.50,22.06,27.92,29.68,37.35,43.22,45880.00,58060.00,61730.00,77680.00,89900.00,"",""
137320,"Yakima, WA",WA,Healthcare Practitioners and Technical Occupations,major,4280,1.40,47.048,0.75,43.61,90700.00,2.10,20.05,28.55,37.03,47.32,62.26,41700.00,59380.00,77030.00,98430.00,129510.00,"",""
137321,"Yakima, WA",WA,"Dentists, General",detailed,80,22.50,0.836,1.08,93.19,193820.00,4.70,29.15,61.63,93.28,,,60630.00,128190.00,194020.00,,,"",""
137322,"Yakima, WA",WA,Dietitians and Nutritionists,detailed,50,13.20,0.538,1.14,29.11,60540.00,2.80,19.90,25.57,28.90,36.83,37.61,41390.00,53190.00,60110.00,76600.00,78230.00,"",""
137323,"Yakima, WA",WA,Pharmacists,detailed,200,3.50,2.168,0.98,60.60,126050.00,0.80,38.60,59.35,61.17,69.69,78.28,80290.00,123440.00,127240.00,144940.00,162820.00,"",""
137324,"Yakima, WA",WA,Physician Assistants,detailed,80,22.80,0.866,0.92,68.62,142740.00,7.30,46.19,48.32,60.77,77.71,,96070.00,100500.00,126400.00,161630.00,,"",""
137325,"Yakima, WA",WA,Occupational Therapists,detailed,50,9.80,0.585,0.65,44.41,92360.00,2.30,33.04,37.72,46.50,47.62,54.89,68710.00,78460.00,96730.00,99040.00,114160.00,"",""
137326,"Yakima, WA",WA,Physical Therapists,detailed,140,6.10,1.587,0.99,47.00,97760.00,1.30,36.09,37.78,47.62,49.07,62.48,75070.00,78580.00,99040.00,102060.00,129950.00,"",""
137327,"Yakima, WA",WA,Respiratory Therapists,detailed,50,7.50,0.510,0.54,34.08,70880.00,0.60,28.90,28.90,36.83,37.28,37.76,60110.00,60110.00,76600.00,77550.00,78540.00,"",""
137328,"Yakima, WA",WA,Speech-Language Pathologists,detailed,80,6.60,0.864,0.83,41.70,86740.00,1.40,29.47,37.16,43.51,47.32,48.51,61300.00,77290.00,90510.00,98430.00,100890.00,"",""
137329,"Yakima, WA",WA,Veterinarians,detailed,50,8.60,0.508,0.93,44.73,93040.00,4.40,29.37,36.56,38.40,54.47,59.31,61080.00,76040.00,79870.00,113300.00,123370.00,"",""
137330,"Yakima, WA",WA,Registered Nurses,detailed,1560,1.90,17.184,0.79,40.72,84690.00,0.70,29.11,37.03,37.24,47.13,48.32,60550.00,77030.00,77450.00,98030.00,100510.00,"",""
137331,"Yakima, WA",WA,Nurse Practitioners,detailed,90,10.40,0.991,0.59,55.01,114410.00,7.70,35.92,47.31,58.74,62.19,73.29,74710.00,98410.00,122180.00,129360.00,152440.00,"",""
137332,"Yakima, WA",WA,"Physicians, All Other",detailed,140,13.80,1.557,0.85,90.05,187310.00,13.60,30.21,48.33,79.26,,,62840.00,100520.00,164860.00,,,"",""
137333,"Yakima, WA",WA,Dental Hygienists,detailed,170,8.50,1.921,1.31,46.21,96110.00,1.70,37.82,45.72,47.48,48.20,57.37,78670.00,95110.00,98760.00,100250.00,119330.00,"",""
137334,"Yakima, WA",WA,Clinical Laboratory Technologists and Technicians,detailed,80,3.40,0.859,0.38,28.51,59300.00,1.00,17.74,22.25,28.90,36.83,37.84,36900.00,46280.00,60110.00,76600.00,78700.00,"",""
137335,"Yakima, WA",WA,Diagnostic Medical Sonographers,detailed,50,20.30,0.551,0.99,40.44,84110.00,1.80,28.51,37.03,37.03,46.85,47.13,59290.00,77030.00,77030.00,97450.00,98030.00,"",""
137336,"Yakima, WA",WA,Radiologic Technologists and Technicians,detailed,70,7.30,0.764,0.50,33.14,68920.00,1.60,22.62,28.90,28.97,36.98,46.94,47040.00,60110.00,60250.00,76920.00,97630.00,"",""
137337,"Yakima, WA",WA,Emergency Medical Technicians,detailed,80,5.30,0.841,0.73,16.45,34210.00,3.00,13.99,13.99,14.10,17.37,21.88,29110.00,29110.00,29330.00,36130.00,45510.00,"",""
137338,"Yakima, WA",WA,Pharmacy Technicians,detailed,220,3.10,2.379,0.77,20.18,41970.00,0.50,14.54,17.65,22.00,22.20,22.65,30250.00,36700.00,45760.00,46170.00,47110.00,"",""
137339,"Yakima, WA",WA,Surgical Technologists,detailed,70,6.20,0.782,1.01,25.09,52190.00,0.80,22.42,22.42,22.42,28.55,28.89,46640.00,46640.00,46640.00,59380.00,60080.00,"",""
137340,"Yakima, WA",WA,Veterinary Technologists and Technicians,detailed,50,5.90,0.586,0.70,19.99,41580.00,1.90,17.48,17.86,18.03,22.10,22.39,36360.00,37150.00,37510.00,45970.00,46580.00,"",""
137341,"Yakima, WA",WA,Ophthalmic Medical Technicians,detailed,30,32.60,0.353,0.76,19.05,39630.00,1.80,14.23,17.26,17.64,22.21,22.57,29590.00,35890.00,36690.00,46190.00,46950.00,"",""
137342,"Yakima, WA",WA,Licensed Practical and Licensed Vocational Nurses,detailed,190,4.90,2.047,0.45,28.08,58410.00,1.20,22.43,23.36,28.54,28.84,35.48,46650.00,48590.00,59370.00,59990.00,73790.00,"",""
137343,"Yakima, WA",WA,Medical Records Specialists,detailed,120,8.20,1.317,1.03,22.87,47570.00,1.00,17.26,17.84,22.42,28.55,28.55,35900.00,37110.00,46640.00,59380.00,59380.00,"",""
137344,"Yakima, WA",WA,"Opticians, Dispensing",detailed,60,13.00,0.694,1.33,21.50,44710.00,1.60,14.48,17.60,21.86,22.81,28.64,30110.00,36600.00,45470.00,47440.00,59570.00,"",""
137345,"Yakima, WA",WA,"Health Technologists and Technicians, All Other",detailed,140,11.60,1.487,1.49,22.27,46330.00,1.60,17.64,17.76,22.32,22.65,28.61,36690.00,36930.00,46420.00,47110.00,59500.00,"",""
137346,"Yakima, WA",WA,Healthcare Support Occupations,major,4330,16.30,47.598,1.02,17.46,36320.00,2.30,14.23,14.33,17.28,18.03,22.14,29600.00,29800.00,35940.00,37500.00,46040.00,"",""
137347,"Yakima, WA",WA,Home Health and Personal Care Aides,detailed,1720,42.20,18.910,0.79,16.02,33310.00,3.00,14.18,14.31,16.85,17.56,18.03,29490.00,29770.00,35040.00,36520.00,37500.00,"",""
137348,"Yakima, WA",WA,Nursing Assistants,detailed,1000,5.80,10.943,1.17,16.35,34020.00,0.90,14.21,14.33,17.28,17.56,17.83,29550.00,29800.00,35930.00,36520.00,37090.00,"",""
137349,"Yakima, WA",WA,Physical Therapist Assistants,detailed,60,10.50,0.631,0.95,29.34,61030.00,3.70,17.88,26.94,29.27,36.83,38.45,37200.00,56030.00,60870.00,76600.00,79970.00,"",""
137350,"Yakima, WA",WA,Physical Therapist Aides,detailed,50,15.70,0.516,1.72,15.69,32640.00,1.80,14.09,14.19,14.50,17.23,17.83,29310.00,29520.00,30170.00,35840.00,37090.00,"",""
137351,"Yakima, WA",WA,Massage Therapists,detailed,60,17.20,0.683,1.19,29.93,62250.00,9.00,16.64,20.82,29.04,35.24,46.70,34600.00,43300.00,60400.00,73300.00,97130.00,"",""
137352,"Yakima, WA",WA,Dental Assistants,detailed,390,4.50,4.302,1.75,19.24,40010.00,1.40,14.39,16.69,18.27,22.18,22.58,29940.00,34710.00,38000.00,46130.00,46960.00,"",""
137353,"Yakima, WA",WA,Medical Assistants,detailed,640,4.50,6.987,1.35,18.94,39400.00,1.10,16.81,17.48,18.10,21.52,22.99,34960.00,36360.00,37650.00,44770.00,47830.00,"",""
137354,"Yakima, WA",WA,Medical Equipment Preparers,detailed,50,8.10,0.527,1.21,19.51,40570.00,0.80,14.21,17.48,17.84,22.04,24.16,29550.00,36360.00,37110.00,45850.00,50250.00,"",""
137355,"Yakima, WA",WA,Pharmacy Aides,detailed,70,7.50,0.719,2.33,16.44,34200.00,0.90,13.87,14.24,15.92,17.51,18.13,28850.00,29620.00,33100.00,36430.00,37710.00,"",""
137356,"Yakima, WA",WA,Veterinary Assistants and Laboratory Animal Caretakers,detailed,90,7.00,0.981,1.40,15.57,32390.00,1.40,13.70,14.09,14.53,17.06,18.01,28490.00,29310.00,30230.00,35470.00,37460.00,"",""
137357,"Yakima, WA",WA,Phlebotomists,detailed,50,9.50,0.573,0.61,16.87,35090.00,1.10,14.21,14.21,17.48,17.95,21.63,29550.00,29550.00,36360.00,37340.00,44990.00,"",""
137358,"Yakima, WA",WA,"Healthcare Support Workers, All Other",detailed,100,9.70,1.104,1.43,21.44,44600.00,1.60,16.13,18.08,22.04,23.16,27.97,33550.00,37610.00,45850.00,48170.00,58180.00,"",""
137359,"Yakima, WA",WA,Protective Service Occupations,major,2000,7.00,21.919,0.91,28.66,59610.00,3.80,14.29,15.68,24.40,38.14,48.50,29730.00,32610.00,50750.00,79340.00,100890.00,"",""
137360,"Yakima, WA",WA,First-Line Supervisors of Correctional Officers,detailed,30,2.60,0.347,0.90,38.07,79190.00,0.80,36.32,37.16,37.16,38.53,41.11,75550.00,77290.00,77290.00,80140.00,85510.00,"",""
137361,"Yakima, WA",WA,First-Line Supervisors of Police and Detectives,detailed,90,8.50,0.961,1.06,48.41,100690.00,2.10,30.21,40.61,49.06,56.97,61.70,62830.00,84460.00,102030.00,118490.00,128330.00,"",""
137362,"Yakima, WA",WA,First-Line Supervisors of Firefighting and Prevention Workers,detailed,120,20.10,1.353,2.36,37.67,78350.00,12.60,18.14,18.15,38.84,49.19,59.80,37730.00,37750.00,80800.00,102310.00,124380.00,"",""
137363,"Yakima, WA",WA,Firefighters,detailed,520,23.20,5.742,2.55,24.76,51500.00,14.50,14.29,14.34,15.39,35.65,48.10,29730.00,29830.00,32010.00,74150.00,100050.00,"",""
137364,"Yakima, WA",WA,Correctional Officers and Jailers,detailed,190,2.30,2.111,0.76,29.88,62150.00,0.20,18.79,24.16,29.37,36.58,36.58,39080.00,50250.00,61090.00,76080.00,76080.00,"",""
